Trace1,,,,Trace2,,,,
Freq,,Amp,,Freq,,Amp,,
            90715247,Hz,              -96.94, dBm,            90715247,Hz,              -96.10, dBm,
            90724961,Hz,              -97.83, dBm,            90724961,Hz,              -96.22, dBm,
            90734675,Hz,              -98.58, dBm,            90734675,Hz,              -96.35, dBm,
            90744389,Hz,              -98.06, dBm,            90744389,Hz,              -97.43, dBm,
            90754103,Hz,              -96.07, dBm,            90754103,Hz,              -94.86, dBm,
            90763817,Hz,              -95.53, dBm,            90763817,Hz,              -97.64, dBm,
            90773531,Hz,              -98.71, dBm,            90773531,Hz,              -96.69, dBm,
            90783245,Hz,              -96.42, dBm,            90783245,Hz,              -95.69, dBm,
            90792959,Hz,              -96.14, dBm,            90792959,Hz,              -95.34, dBm,
            90802673,Hz,              -96.82, dBm,            90802673,Hz,              -97.11, dBm,
            90812387,Hz,              -95.59, dBm,            90812387,Hz,              -96.07, dBm,
            90822101,Hz,              -98.46, dBm,            90822101,Hz,              -96.23, dBm,
            90831815,Hz,              -95.92, dBm,            90831815,Hz,              -96.13, dBm,
            90841529,Hz,              -94.24, dBm,            90841529,Hz,              -94.31, dBm,
            90851243,Hz,              -95.57, dBm,            90851243,Hz,              -96.05, dBm,
            90860957,Hz,              -95.63, dBm,            90860957,Hz,              -95.17, dBm,
            90870671,Hz,              -97.53, dBm,            90870671,Hz,              -95.47, dBm,
            90880385,Hz,              -95.49, dBm,            90880385,Hz,              -96.94, dBm,
            90890099,Hz,              -96.43, dBm,            90890099,Hz,              -96.10, dBm,
            90899813,Hz,              -95.81, dBm,            90899813,Hz,              -95.72, dBm,
            90909527,Hz,              -96.36, dBm,            90909527,Hz,              -97.28, dBm,
