Trace1,,,,Trace2,,,,
Freq,,Amp,,Freq,,Amp,,
            66390502,Hz,              -74.47, dBm,            66390502,Hz,              -70.93, dBm,
            66405279,Hz,              -69.92, dBm,            66405279,Hz,              -70.69, dBm,
            66420056,Hz,              -74.04, dBm,            66420056,Hz,              -71.30, dBm,
            66434833,Hz,              -72.37, dBm,            66434833,Hz,              -71.02, dBm,
            66449610,Hz,              -67.98, dBm,            66449610,Hz,              -70.66, dBm,
            66464387,Hz,              -71.79, dBm,            66464387,Hz,              -70.83, dBm,
            66479164,Hz,              -73.91, dBm,            66479164,Hz,              -70.94, dBm,
            66493941,Hz,              -68.36, dBm,            66493941,Hz,              -70.57, dBm,
            66508718,Hz,              -72.45, dBm,            66508718,Hz,              -70.77, dBm,
            66523495,Hz,              -75.31, dBm,            66523495,Hz,              -70.75, dBm,
            66538272,Hz,              -66.24, dBm,            66538272,Hz,              -70.35, dBm,
            66553049,Hz,              -66.07, dBm,            66553049,Hz,              -70.58, dBm,
            66567826,Hz,              -72.60, dBm,            66567826,Hz,              -70.33, dBm,
            66582603,Hz,              -71.06, dBm,            66582603,Hz,              -70.63, dBm,
            66597380,Hz,              -70.61, dBm,            66597380,Hz,              -70.50, dBm,
            66612157,Hz,              -72.30, dBm,            66612157,Hz,              -70.82, dBm,
            66626934,Hz,              -70.43, dBm,            66626934,Hz,              -70.21, dBm,
            66641711,Hz,              -71.35, dBm,            66641711,Hz,              -70.45, dBm,
            66656488,Hz,              -72.86, dBm,            66656488,Hz,              -70.46, dBm,
            66671265,Hz,              -69.69, dBm,            66671265,Hz,              -70.22, dBm,
            66686042,Hz,              -70.48, dBm,            66686042,Hz,              -70.39, dBm,
            66700819,Hz,              -69.99, dBm,            66700819,Hz,              -70.10, dBm,
            66715596,Hz,              -66.07, dBm,            66715596,Hz,              -70.08, dBm,
            66730373,Hz,              -68.17, dBm,            66730373,Hz,              -69.77, dBm,
            66745150,Hz,              -70.14, dBm,            66745150,Hz,              -69.82, dBm,
            66759927,Hz,              -67.17, dBm,            66759927,Hz,              -69.86, dBm,
            66774704,Hz,              -70.68, dBm,            66774704,Hz,              -70.22, dBm,
            66789481,Hz,              -70.36, dBm,            66789481,Hz,              -69.70, dBm,
            66804258,Hz,              -68.06, dBm,            66804258,Hz,              -69.57, dBm,
            66819035,Hz,              -71.73, dBm,            66819035,Hz,              -70.11, dBm,
            66833812,Hz,              -71.42, dBm,            66833812,Hz,              -69.85, dBm,
            66848589,Hz,              -72.99, dBm,            66848589,Hz,              -69.10, dBm,
            66863366,Hz,              -67.67, dBm,            66863366,Hz,              -69.49, dBm,
            66878143,Hz,              -67.45, dBm,            66878143,Hz,              -69.36, dBm,
            66892920,Hz,              -71.44, dBm,            66892920,Hz,              -68.89, dBm,
            66907697,Hz,              -73.22, dBm,            66907697,Hz,              -69.46, dBm,
            66922474,Hz,              -72.43, dBm,            66922474,Hz,              -69.79, dBm,
            66937251,Hz,              -70.31, dBm,            66937251,Hz,              -69.13, dBm,
            66952028,Hz,              -71.48, dBm,            66952028,Hz,              -69.51, dBm,
            66966805,Hz,              -68.28, dBm,            66966805,Hz,              -69.56, dBm,
            66981582,Hz,              -72.47, dBm,            66981582,Hz,              -68.79, dBm,
            66996359,Hz,              -71.17, dBm,            66996359,Hz,              -69.04, dBm,
            67011136,Hz,              -71.72, dBm,            67011136,Hz,              -69.38, dBm,
            67025913,Hz,              -74.40, dBm,            67025913,Hz,              -68.58, dBm,
            67040690,Hz,              -67.36, dBm,            67040690,Hz,              -68.43, dBm,
            67055467,Hz,              -70.32, dBm,            67055467,Hz,              -69.13, dBm,
            67070244,Hz,              -69.80, dBm,            67070244,Hz,              -69.01, dBm,
            67085021,Hz,              -69.11, dBm,            67085021,Hz,              -68.43, dBm,
            67099798,Hz,              -66.88, dBm,            67099798,Hz,              -68.26, dBm,
            67114575,Hz,              -66.79, dBm,            67114575,Hz,              -68.18, dBm,
            67129352,Hz,              -65.37, dBm,            67129352,Hz,              -68.24, dBm,
            67144129,Hz,              -66.58, dBm,            67144129,Hz,              -67.90, dBm,
            67158906,Hz,              -69.61, dBm,            67158906,Hz,              -67.52, dBm,
            67173683,Hz,              -72.80, dBm,            67173683,Hz,              -67.66, dBm,
            67188460,Hz,              -70.14, dBm,            67188460,Hz,              -67.60, dBm,
            67203237,Hz,              -69.28, dBm,            67203237,Hz,              -67.39, dBm,
            67218014,Hz,              -69.67, dBm,            67218014,Hz,              -67.34, dBm,
            67232791,Hz,              -65.10, dBm,            67232791,Hz,              -67.66, dBm,
            67247568,Hz,              -69.83, dBm,            67247568,Hz,              -67.03, dBm,
            67262345,Hz,              -70.15, dBm,            67262345,Hz,              -67.50, dBm,
            67277122,Hz,              -65.78, dBm,            67277122,Hz,              -67.45, dBm,
            67291899,Hz,              -70.09, dBm,            67291899,Hz,              -66.24, dBm,
            67306676,Hz,              -67.11, dBm,            67306676,Hz,              -66.94, dBm,
            67321453,Hz,              -69.08, dBm,            67321453,Hz,              -66.95, dBm,
            67336230,Hz,              -68.46, dBm,            67336230,Hz,              -66.04, dBm,
            67351007,Hz,              -71.07, dBm,            67351007,Hz,              -66.16, dBm,
            67365784,Hz,              -66.90, dBm,            67365784,Hz,              -67.10, dBm,
            67380561,Hz,              -68.14, dBm,            67380561,Hz,              -65.77, dBm,
            67395338,Hz,              -69.67, dBm,            67395338,Hz,              -65.98, dBm,
            67410115,Hz,              -63.47, dBm,            67410115,Hz,              -66.56, dBm,
            67424892,Hz,              -67.89, dBm,            67424892,Hz,              -65.84, dBm,
            67439669,Hz,              -69.36, dBm,            67439669,Hz,              -66.03, dBm,
            67454446,Hz,              -66.09, dBm,            67454446,Hz,              -65.76, dBm,
            67469223,Hz,              -67.93, dBm,            67469223,Hz,              -65.11, dBm,
            67484000,Hz,              -69.61, dBm,            67484000,Hz,              -65.80, dBm,
            67498777,Hz,              -60.09, dBm,            67498777,Hz,              -65.83, dBm,
            67513554,Hz,              -63.64, dBm,            67513554,Hz,              -65.12, dBm,
            67528331,Hz,              -68.49, dBm,            67528331,Hz,              -64.72, dBm,
            67543108,Hz,              -63.21, dBm,            67543108,Hz,              -65.30, dBm,
            67557885,Hz,              -67.33, dBm,            67557885,Hz,              -64.70, dBm,
            67572662,Hz,              -71.88, dBm,            67572662,Hz,              -65.01, dBm,
            67587439,Hz,              -64.78, dBm,            67587439,Hz,              -64.69, dBm,
            67602216,Hz,              -69.73, dBm,            67602216,Hz,              -64.53, dBm,
            67616993,Hz,              -70.01, dBm,            67616993,Hz,              -64.37, dBm,
            67631770,Hz,              -66.35, dBm,            67631770,Hz,              -63.49, dBm,
            67646547,Hz,              -65.67, dBm,            67646547,Hz,              -63.09, dBm,
            67661324,Hz,              -66.92, dBm,            67661324,Hz,              -63.83, dBm,
            67676101,Hz,              -52.96, dBm,            67676101,Hz,              -63.75, dBm,
            67690878,Hz,              -61.05, dBm,            67690878,Hz,              -63.25, dBm,
