Trace1,
Freq,,Amp,,
           104437827,Hz,              -85.80, dBm,
           104451322,Hz,              -86.08, dBm,
           104464817,Hz,              -86.16, dBm,
           104478312,Hz,              -86.14, dBm,
           104491807,Hz,              -86.56, dBm,
           104505302,Hz,              -86.61, dBm,
           104518797,Hz,              -86.57, dBm,
           104532292,Hz,              -86.81, dBm,
           104545787,Hz,              -86.82, dBm,
           104559282,Hz,              -86.88, dBm,
           104572777,Hz,              -87.06, dBm,
           104586272,Hz,              -87.26, dBm,
           104599767,Hz,              -87.35, dBm,
           104613262,Hz,              -87.79, dBm,
           104626757,Hz,              -87.74, dBm,
           104640252,Hz,              -88.13, dBm,
           104653747,Hz,              -88.13, dBm,
           104667242,Hz,              -88.34, dBm,
           104680737,Hz,              -88.28, dBm,
           104694232,Hz,              -88.87, dBm,
           104707727,Hz,              -88.70, dBm,
           104721222,Hz,              -88.51, dBm,
           104734717,Hz,              -88.89, dBm,
           104748212,Hz,              -88.96, dBm,
           104761707,Hz,              -89.52, dBm,
           104775202,Hz,              -89.50, dBm,
           104788697,Hz,              -89.51, dBm,
           104802192,Hz,              -89.87, dBm,
           104815687,Hz,              -89.85, dBm,
           104829182,Hz,              -90.14, dBm,
           104842677,Hz,              -90.14, dBm,
           104856172,Hz,              -90.21, dBm,
           104869667,Hz,              -90.49, dBm,
           104883162,Hz,              -90.72, dBm,
           104896657,Hz,              -90.64, dBm,
           104910152,Hz,              -91.06, dBm,
           104923647,Hz,              -90.92, dBm,
           104937142,Hz,              -90.90, dBm,
           104950637,Hz,              -91.13, dBm,
           104964132,Hz,              -91.82, dBm,
           104977627,Hz,              -92.00, dBm,
           104991122,Hz,              -91.88, dBm,
           105004617,Hz,              -92.05, dBm,
           105018112,Hz,              -92.05, dBm,
           105031607,Hz,              -92.22, dBm,
           105045102,Hz,              -92.24, dBm,
           105058597,Hz,              -92.70, dBm,
           105072092,Hz,              -92.44, dBm,
           105085587,Hz,              -92.82, dBm,
           105099082,Hz,              -93.07, dBm,
           105112577,Hz,              -93.21, dBm,
           105126072,Hz,              -92.74, dBm,
           105139567,Hz,              -93.24, dBm,
